"id","word","strongs","usage_count"
39686,"from","5560",1
39687,"carried","941",1
39688,"at","2250",1
39689,"gate","2374",1
39690,"go","1524",1
39691,"expecting","4328",1
39692,"have","5225",1
39693,"as","5124",1
39694,"i","1325",1
39695,"took","4084",1
39696,"feet","939",1
39697,"bones","4974",1
39698,"strength","4732",1
39699,"up","1814",1
39700,"leaping","242",1
39701,"wonder","2285",1
39702,"amazement","1611",1
39703,"man","5560",1
39704,"together","4936",1
39705,"wondering","1569",1
39706,"earnestly","816",1
39707,"holiness","2150",1
39708,"murderer","435",1
39709,"to","5406",1
39710,"granted","5483",1
39711,"made","4732",1
39712,"man","5026",1
39713,"strong","4732",1
39714,"soundness","3647",1
39715,"presence","561",1
39716,"did","4238",1
39717,"showed","4293",1
39718,"hath","4137",1
39719,"when","3704",1
39720,"refreshing","403",1
39721,"from","302",1
39722,"heaven","3303",1
39723,"must","3772",1
39724,"restitution","605",1
39725,"will","3748",1
39726,"destroyed","1842",1
39727,"after","2517",1
39728,"have","4293",1
39729,"foretold","4293",1
39730,"made","1303",1
39731,"kindreds","3965",1
39732,"iniquities","4189",1
39733,"hold","5084",1
39734,"day","839",1
39735,"eventide","2073",1
39736,"priest","748",1
39737,"done","2108",1
39738,"impotent","772",1
39739,"means","5101",1
39740,"doth","3936",1
39741,"here","3936",1
39742,"none","3777",1
39743,"perceived","2638",1
39744,"unlearned","62",1
39745,"ignorant","2399",1
39746,"say","471",1
39747,"it","471",1
39748,"aside","565",1
39749,"conferred","4820",1
39750,"notable","1110",1
39751,"spread","1268",1
39752,"straitly","547",1
39753,"threaten","546",1
39754,"all","2527",1
39755,"unto","3123",1
39756,"them","4324",1
39757,"punish","2849",1
39758,"above","4119",1
39759,"healing","2392",1
39760,"company","2398",1
39761,"reported","518",1
39762,"that","191",1
39763,"did","5433",1
39764,"rage","5433",1
39765,"imagine","3191",1
39766,"things","2756",1
39767,"up","3936",1
39768,"before","4309",1
39769,"behold","1896",1
39770,"unto","1325",1
39771,"by","4571",1
39772,"stretching","1722",1
39773,"heal","2392",1
39774,"any","1520",1
39775,"possessed","5224",1
39776,"gave","591",1
39777,"was","3761",1
39778,"lacked","1729",1
39779,"possessors","2935",1
39780,"lands","5564",1
39781,"them","4453",1
39782,"prices","5092",1
39783,"made","1239",1
39784,"according","2530",1
39785,"country","1085",1
39786,"having","5225",1
39787,"land","846",1
39788,"sapphira","4551",1
39789,"possession","2933",1
39790,"privy","4894",1
39791,"heart","4571",1
39792,"own","3306",1
39793,"not","5225",1
39794,"hast","5101",1
39795,"conceived","5087",1
39796,"hast","5574",1
39797,"lied","5574",1
39798,"wound","4958",1
39799,"up","4958",1
39800,"space","1292",1
39801,"after","1292",1
39802,"together","4856",1
39803,"as","3956",1
39804,"believers","4100",1
39805,"were","4369",1
39806,"multitudes","4128",1
39807,"beds","2825",1
39808,"couches","2895",1
39809,"least","2579",1
39810,"by","2064",1
39811,"about","4038",1
39812,"one","537",1
39813,"common","1219",1
39814,"prison","5084",1
39815,"forth","1806",1
39816,"and","5259",1
39817,"senate","1087",1
39818,"have","71",1
39819,"returned","390",1
39820,"the","5613",1
39821,"whereunto","302",1
39822,"this","5101",1
39823,"behold","3754",1
39824,"without","3326",1
39825,"violence","3756",1
39826,"before","1722",1
39827,"did","3853",1
39828,"straitly","3852",1
39829,"should","1321",1
39830,"intend","1014",1
39831,"slew","1315",1
39832,"things","4487",1
39833,"counsel","1011",1
39834,"reputation","5093",1
39835,"space","1024",1
39836,"intend","3195",1
39837,"theudas","2333",1
39838,"boasting","3004",1
39839,"themselves","4347",1
39840,"scattered","1262",1
39841,"brought","1096",1
39842,"nought","3762",1
39843,"dispersed","1287",1
39844,"refrain","868",1
39845,"alone","1439",1
39846,"nought","2647",1
39847,"overthrow","3756",1
39848,"god","2314",1
39849,"agreed","3982",1
39850,"from","3303",1
39851,"shame","818",1
39852,"daily","3956",1
39853,"in","2250",1
39854,"number","4129",1
39855,"neglected","3865",1
39856,"daily","2522",1
39857,"reason","701",1
39858,"out","1980",1
39859,"appoint","2525",1
39860,"business","5532",1
39861,"the","1799",1
39862,"prochorus","4402",1
39863,"nicanor","3527",1
39864,"timon","5096",1
39865,"parmenas","3937",1
39866,"nicolas","3532",1
39867,"antioch","491",1
39868,"libertines","3032",1
39869,"cyrenians","2956",1
39870,"alexandrians","221",1
39871,"disputing","4802",1
39872,"suborned","5260",1
39873,"up","4787",1
39874,"false","5571",1
39875,"ceaseth","3973",1
39876,"been","5616",1
39877,"these","1487",1
39878,"he","1831",1
39879,"chaldaeans","5466",1
39880,"removed","3351",1
39881,"set","968",1
39882,"on","968",1
39883,"had","5607",1
39884,"should","2071",1
39885,"sojourn","3941",1
39886,"strange","245",1
39887,"bring","1402",1
39888,"evil","2559",1
39889,"will","2919",1
39890,"sight","1726",1
39891,"sustenance","5527",1
39892,"out","1821",1
39893,"known","319",1
39894,"threescore","1722",1
39895,"fifteen","4002",1
39896,"over","3346",1
39897,"bought","5608",1
39898,"sum","5092",1
39899,"emmor","1697",1
39900,"father","3588",1
39901,"when","2531",1
39902,"another","891",1
39903,"subtly","2686",1
39904,"entreated","2559",1
39905,"that","4160",1
39906,"out","1570",1
39907,"children","1025",1
39908,"might","2225",1
39909,"live","2225",1
39910,"exceeding","2316",1
39911,"fair","791",1
39912,"out","1620",1
39913,"took","337",1
39914,"up","337",1
39915,"nourished","397",1
39916,"learned","3811",1
39917,"old","5550",1
39918,"defended","292",1
39919,"avenged","4160",1
39920,"him","1557",1
39921,"oppressed","2669",1
39922,"deliver","1325",1
39923,"them","4991",1
39924,"himself","3700",1
39925,"set","4900",1
39926,"again","1515",1
39927,"did","91",1
39928,"thrust","683",1
39929,"diddest","337",1
39930,"stranger","3941",1
39931,"madian","3099",1
39932,"expired","4137",1
39933,"sight","3705",1
39934,"and","1790",1
39935,"off","3089",1
39936,"affliction","2561",1
39937,"groaning","4726",1
39938,"deliverer","3086",1
39939,"obey","1096",1
39940,"but","5255",1
39941,"them","683",1
39942,"before","4313",1
39943,"calf","3447",1
39944,"offered","321",1
39945,"rejoiced","2165",1
39946,"beasts","4968",1
39947,"moloch","3434",1
39948,"star","798",1
39949,"remphan","4481",1
39950,"figures","5179",1
39951,"carry","3351",1
39952,"away","3351",1
39953,"beyond","1900",1
39954,"witness","1722",1
39955,"in","3142",1
39956,"fashion","5179",1
39957,"came","1237",1
39958,"out","1856",1
39959,"what","4228",1
39960,"stiffnecked","4644",1
39961,"uncircumcised","564",1
39962,"do","496",1
39963,"resist","496",1
39964,"have","1377",1
39965,"before","4293",1
39966,"coming","1660",1
39967,"betrayers","4273",1
39968,"disposition","1296",1
39969,"have","5442",1
39970,"heart","846",1
39971,"and","2588",1
39972,"gnashed","1031",1
39973,"stopped","4912",1
39974,"down","659",1
39975,"mans","3494",1
39976,"lay","2476",1
39977,"were","1289",1
39978,"regions","5561",1
39979,"except","4133",1
39980,"carried","4792",1
39981,"lamentation","2870",1
39982,"havock","3075",1
39983,"into","1531",1
39984,"haling","4951",1
39985,"men","5037",1
39986,"where","1330",1
39987,"hearing","5259",1
39988,"seeing","2532",1
39989,"which","4592",1
39990,"palsies","3886",1
39991,"beforetime","4391",1
39992,"sorcery","3096",1
39993,"out","3004",1
39994,"one","3173",1
39995,"greatest","3173",1
39996,"regard","4337",1
39997,"sorceries","3095",1
39998,"wondered","1839",1
39999,"fallen","1968",1
40000,"only","1161",1
40001,"they","3440",1
40002,"they","2007",1
40003,"perish","1498",1
40004,"with","684",1
40005,"thought","3543",1
40006,"hast","2076",1
40007,"wickedness","2549",1
40008,"perhaps","686",1
40009,"thought","1963",1
40010,"perceive","3708",1
40011,"things","3367",1
40012,"south","3314",1
40013,"gaza","1048",1
40014,"ethiopia","128",1
40015,"authority","1413",1
40016,"candace","2582",1
40017,"ethiopians","128",1
40018,"treasure","1047",1
40019,"was","5037",1
40020,"chariot","2532",1
40021,"read","716",1
40022,"to","2853",1
40023,"ran","4370",1
40024,"what","687",1
40025,"can","1063",1
40026,"i","1410",1
40027,"place","4042",1
40028,"shearer","2751",1
40029,"humiliation","5014",1
40030,"declare","1334",1
40031,"man","2087",1
40032,"hinder","2967",1
40033,"thine","3650",1
40034,"mayest","1832",1
40035,"azotus","108",1
40036,"out","1709",1
40037,"slaughter","5408",1
40038,"them","71",1
40039,"about","4015",1
40040,"journeyed","4922",1
40041,"speechless","1769",1
40042,"seeing","2334",1
40043,"led","5496",1
40044,"without","3361",1
40045,"chosen","1589",1
40046,"camest","2064",1
40047,"fell","634",1
40048,"scales","3013",1
40049,"forthwith","3916",1
40050,"strengthened","1765",1
40051,"increased","1743",1
40052,"strength","1743",1
40053,"proving","4822",1
40054,"await","1917",1
40055,"by","5465",1
40056,"basket","4711",1
40057,"assayed","3987",1
40058,"disputed","5037",1
40059,"about","2021",1
40060,"had","3303",1
40061,"rest","1515",1
40062,"in","4198",1
40063,"as","1330",1
40064,"kept","2621",1
40065,"his","1909",1
40066,"bed","1537",1
40067,"eight","2895",1
40068,"maketh","2390",1
40069,"make","4766",1
40070,"thy","4572",1
40071,"bed","4766",1
40072,"saron","4565",1
40073,"disciple","3102",1
40074,"interpretation","1329",1
40075,"almsdeeds","1654",1
40076,"as","5607",1
40077,"would","3635",1
40078,"delay","3635",1
40079,"come","1330",1
40080,"him","321",1
40081,"turning","1994",1
40082,"lifted","450",1
40083,"caesarea","1722",1
40084,"called","2542",1
40085,"cornelius","3686",1
40086,"a","2883",1
40087,"of","1543",1
40088,"called","4686",1
40089,"the","2564",1
40090,"band","2483",1
40091,"evidently","5320",1
40092,"lodgeth","3579",1
40093,"as","1887",1
40094,"went","1565",1
40095,"and","3596",1
40096,"peter","4172",1
40097,"went","4074",1
40098,"upon","305",1
40099,"to","1430",1
40100,"about","4336",1
40101,"hour","1623",1
40102,"hungry","4361",1
40103,"knit","1210",1
40104,"have","5315",1
40105,"the","3825",1
40106,"mean","1498",1
40107,"behold","302",1
40108,"inquiry","1331",1
40109,"there","1759",1
40110,"thought","1760",1
40111,"among","5259",1
40112,"send","3343",1
40113,"he","1528",1
40114,"in","1528",1
40115,"away","1831",1
40116,"accompanied","4905",1
40117,"near","316",1
40118,"took","1453",1
40119,"talked","4926",1
40120,"thing","111",1
40121,"company","2853",1
40122,"unto","4334",1
40123,"nation","246",1
40124,"came","1352",1
40125,"gainsaying","369",1
40126,"intent","3056",1
40127,"four","5067",1
40128,"fasting","3522",1
40129,"hither","3333",1
40130,"are","3918",1
40131,"perceive","2638",1
40132,"persons","4381",1
40133,"published","1096",1
40134,"went","846",1
40135,"about","1330",1
40136,"good","2109",1
40137,"healing","2390",1
40138,"oppressed","2616",1
40139,"openly","1325",1
40140,"before","4401",1
40141,"with","4844",1
40142,"give","3140",1
40143,"any","3385",1
40144,"should","907",1
40145,"had","1209",1
40146,"contended","1252",1
40147,"uncircumcised","2192",1
40148,"and","203",1
40149,"been","5613",1
40150,"slay","2380",1
40151,"nothing","3956",1
40152,"hath","1525",1
40153,"times","5151",1
40154,"up","385",1
40155,"were","2186",1
40156,"already","1824",1
40157,"accompanied","2064",1
40158,"me","4862",1
40159,"mans","435",1
40160,"words","4314",1
40161,"on","5618",1
40162,"i","3415",1
40163,"forasmuch","1487",1
40164,"like","2470",1
40165,"what","1161",1
40166,"could","1415",1
40167,"withstand","2967",1
40168,"also","2534",1
40169,"upon","575",1
40170,"persecution","2347",1
40171,"travelled","1330",1
40172,"preaching","2980",1
40173,"tidings","3056",1
40174,"came","191",1
40175,"unto","4357",1
40176,"seek","327",1
40177,"themselves","4863",1
40178,"christians","5546",1
40179,"great","1510",1
40180,"came","3748",1
40181,"to","2531",1
40182,"ability","2141",1
40183,"determined","5100",1
40184,"relief","1248",1
40185,"it","649",1
40186,"forth","1911",1
40187,"vex","2559",1
40188,"pleased","2076",1
40189,"the","701",1
40190,"further","4369",1
40191,"apprehended","4084",1
40192,"quaternions","5069",1
40193,"intending","1014",1
40194,"easter","3957",1
40195,"bring","321",1
40196,"peter","3303",1
40197,"therefore","4074",1
40198,"ceasing","1618",1
40199,"prison","3612",1
40200,"quickly","5034",1
40201,"on","5265",1
40202,"past","1330",1
40203,"ward","5438",1
40204,"leadeth","5342",1
40205,"accord","844",1
40206,"through","4281",1
40207,"surety","230",1
40208,"expectation","4329",1
40209,"considered","4894",1
40210,"at","2925",1
40211,"hearken","5219",1
40212,"rhoda","4498",1
40213,"in","1532",1
40214,"how","518",1
40215,"knocking","2925",1
40216,"what","686",1
40217,"was","5101",1
40218,"when","1934",1
40219,"death","520",1
40220,"displeased","2371",1
40221,"tyre","5183",1
40222,"sidon","4606",1
40223,"came","3918",1
40224,"made","3982",1
40225,"blastus","986",1
40226,"chamberlain","2846",1
40227,"friend","3982",1
40228,"kings","937",1
40229,"set","5002",1
40230,"arrayed","1746",1
40231,"throne","968",1
40232,"oration","1215",1
40233,"shout","2019",1
40234,"he","473",1
40235,"worms","4662",1
40236,"as","5037",1
40237,"niger","3526",1
40238,"manaen","3127",1
40239,"up","4939",1
40240,"ministered","3008",1
40241,"separate","1211",1
40242,"me","5037",1
40243,"barnabas","3427",1
40244,"forth","1599",1
40245,"departed","2718",1
40246,"seleucia","4581",1
40247,"from","1564",1
40248,"thence","5037",1
40249,"salamis","4529",1
40250,"barjesus","919",1
40251,"country","446",1
40252,"sergius","4588",1
40253,"paulus","3972",1
40254,"who","3778",1
40255,"desired","1934",1
40256,"elymas","1681",1
40257,"interpretation","3177",1
40258,"away","1294",1
40259,"set","2532",1
40260,"mischief","4468",1
40261,"thou","3973",1
40262,"pervert","1294",1
40263,"mist","887",1
40264,"hand","5497",1
40265,"departing","672",1
40266,"departed","1330",1
40267,"any","5213",1
40268,"on","3004",1
40269,"strangers","3940",1
40270,"he","1806",1
40271,"he","5159",1
40272,"manners","5159",1
40273,"destroyed","2507",1
40274,"divided","2624",1
40275,"lot","2624",1
40276,"afterward","2547",1
40277,"cis","2797",1
40278,"removed","3179",1
40279,"coming","1529",1
40280,"the","4383",1
40281,"ye","5282",1
40282,"one","2064",1
40283,"is","649",1
40284,"knew","50",1
40285,"condemning","2919",1
40286,"they","154",1
40287,"with","4872",1
40288,"declare","2097",1
40289,"fulfilled","1603",1
40290,"to","3195",1
40291,"sure","4103",1
40292,"mercies","3741",1
40293,"shalt","1325",1
40294,"david","1063",1
40295,"served","5256",1
40296,"will","1012",1
40297,"laid","4369",1
40298,"of","2046",1
40299,"despisers","2707",1
40300,"perish","853",1
40301,"shall","4100",1
40302,"it","1555",1
40303,"gone","1826",1
40304,"next","3342",1
40305,"congregation","4864",1
40306,"up","3089",1
40307,"religious","4576",1
40308,"proselytes","4339",1
40309,"speaking","4354",1
40310,"next","2064",1
40311,"came","4863",1
40312,"envy","2205",1
40313,"contradicting","483",1
40314,"blaspheming","987",1
40315,"put","683",1
40316,"you","683",1
40317,"unworthy","514",1
40318,"hath","1781",1
40319,"ends","2078",1
40320,"this","191",1
40321,"published","1308",1
40322,"up","3951",1
40323,"men","4413",1
40324,"raised","1892",1
40325,"expelled","1544",1
40326,"both","2596",1
40327,"unbelieving","544",1
40328,"up","1892",1
40329,"made","2559",1
40330,"affected","2559",1
40331,"abode","3303",1
40332,"they","1304",1
40333,"part","3303",1
40334,"held","2258",1
40335,"assault","3730",1
40336,"despitefully","5195",1
40337,"stone","3036",1
40338,"ware","4894",1
40339,"fled","2703",1
40340,"lycaonia","3071",1
40341,"gospel","2258",1
40342,"impotent","102",1
40343,"cripple","5560",1
40344,"stand","450",1
40345,"upright","3717",1
40346,"leaped","242",1
40347,"lycaonia","3072",1
40348,"likeness","3666",1
40349,"jupiter","3303",1
40350,"mercurius","2060",1
40351,"speaker","3056",1
40352,"jupiter","2203",1
40353,"garlands","4725",1
40354,"ran","1530",1
40355,"passions","3663",1
40356,"vanities","3152",1
40357,"times","1074",1
40358,"past","3944",1
40359,"he","2544",1
40360,"witness","267",1
40361,"fruitful","2593",1
40362,"filling","1705",1
40363,"gladness","2167",1
40364,"sayings","3004",1
40365,"they","2664",1
40366,"had","2380",1
40367,"thither","1904",1
40368,"taught","3100",1
40369,"them","3870",1
40370,"continue","1696",1
40371,"ordained","5500",1
40372,"commended","3908",1
40373,"attalia","825",1
40374,"rehearsed","312",1
40375,"long","3641",1
40376,"time","3756",1
40377,"disputation","4803",1
40378,"determined","5021",1
40379,"being","3303",1
40380,"declaring","1555",1
40381,"conversion","1995",1
40382,"declared","312",1
40383,"needful","1163",1
40384,"consider","1492",1
40385,"disputing","4803",1
40386,"good","744",1
40387,"choice","1586",1
40388,"put","1252",1
40389,"us","3342",1
40390,"purifying","2511",1
40391,"declaring","1834",1
40392,"held","4601",1
40393,"how","2531",1
40394,"return","390",1
40395,"ruins","2679",1
40396,"set","461",1
40397,"residue","2645",1
40398,"saith","846",1
40399,"trouble","3926",1
40400,"among","575",1
40401,"write","1989",1
40402,"pollutions","234",1
40403,"time","1074",1
40404,"sabbath","2596",1
40405,"it","1380",1
40406,"company","846",1
40407,"after","5495",1
40408,"manner","3592",1
40409,"as","1894",1
40410,"subverting","384",1
40411,"gave","1291",1
40412,"commandment","1291",1
40413,"assembled","1096",1
40414,"hazarded","3860",1
40415,"shall","518",1
40416,"mouth","3056",1
40417,"greater","4119",1
40418,"than","4133",1
40419,"things","1876",1
40420,"keep","1301",1
40421,"well","4517",1
40422,"confirmed","1991",1
40423,"tarried","4160",1
40424,"pleased","1380",1
40425,"still","1961",1
40426,"let","1211",1
40427,"do","2192",1
40428,"determined","1011",1
40429,"thought","515",1
40430,"good","515",1
40431,"take","4838",1
40432,"contention","3948",1
40433,"sharp","3948",1
40434,"asunder","673",1
40435,"so","5037",1
